ZONE,ID ZONE,SECTEUR,NOM SITE,ID SITE,NPOINT,IDUNIQUE,OBSERVATEUR 1,OBSERVATEUR 2,DATE,HEURE DEBUT,MINUTES DEPUIS MINUIT,COUV NUAGE,PLUIE,VENT,VISI,DENEIGMT,ESPECE,NB05,NB510,NB1015,MAX10,NB100,RQ,X,Y,ALT,RASTALT,AGRI,IR,IIR1,IIR2,% SOL NU,% ROCH,% HERB,%ARBRISSEAU,%ARBUSTE,%ARBRES,% CROTTES,INFO SUP PATURAGE 
ECRINS,2,Oisans,Etançons,10,19,,Magnolon Severine,,14/06/14,6h52,,1,1,1,1,100,Rougequeue noir,1,1,,,0,,6.296472222222222,44.94975,1960,,1,3,4,2,NA,0,0,0,0,0,NA,NON
ECRINS,2,Oisans,Etançons,10,20,,Magnolon Severine,,14/06/14,6h13,,1,1,1,1,100,Accenteur mouchet,1,1,,,0,,6.296305555555556,44.947583333333334,1932,,1,2,0,0,NA,0,10,90,2,2,NA,NON
ECRINS,2,Oisans,Etançons,10,20,,Magnolon Severine,,14/06/14,6h13,,1,1,1,1,100,Coucou gris,1,0,,,1,,6.296305555555556,44.947583333333334,1932,,1,2,0,0,NA,0,10,90,2,2,NA,NON
ECRINS,2,Oisans,Etançons,10,20,,Magnolon Severine,,14/06/14,6h13,,1,1,1,1,100,Grive draine,0,1,,,0,,6.296305555555556,44.947583333333334,1932,,1,2,0,0,NA,0,10,90,2,2,NA,NON
ECRINS,2,Oisans,Etançons,10,20,,Magnolon Severine,,14/06/14,6h13,,1,1,1,1,100,Sizerin flammé,3,1,,,0,,6.296305555555556,44.947583333333334,1932,,1,2,0,0,NA,0,10,90,2,2,NA,NON
ECRINS,2,Oisans,Etançons,10,21,,Magnolon Severine,,14/06/14,5h56,,1,1,1,1,100,Coucou gris,0,0,,,1,,6.296555555555556,44.943027777777779,1937,,1,2,0,0,NA,0,5,90,5,5,NA,NON
ECRINS,2,Oisans,Etançons,10,21,,Magnolon Severine,,14/06/14,5h56,,1,1,1,1,100,Accenteur mouchet,1,2,,,0,,6.296555555555556,44.943027777777779,1937,,1,2,0,0,NA,0,5,90,5,5,NA,NON
ECRINS,2,Oisans,Etançons,10,23,,Magnolon Severine,,14/06/14,5h35,,1,1,1,1,100,Merle noir,1,1,,,0,,6.299333333333333,44.943027777777779,1930,,1,3,2,0,NA,50,5,40,5,5,NA,NON
ECRINS,2,Oisans,Etançons,10,23,,Magnolon Severine,,14/06/14,5h35,,1,1,1,1,100,Troglodyte mignon,1,1,,,0,,6.299333333333333,44.943027777777779,1930,,1,3,2,0,NA,50,5,40,5,5,NA,NON
ECRINS,2,Oisans,Etançons,10,23,,Magnolon Severine,,14/06/14,5h35,,1,1,1,1,100,Accenteur mouchet,0,1,,,0,,6.299333333333333,44.943027777777779,1930,,1,3,2,0,NA,50,5,40,5,5,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Merle a plastron,2,2,,,0,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Pipit des arbres,1,1,,,0,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Pipit spioncelle,0,1,,,0,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Rougequeue noir,1,1,,,0,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Tarier des prés,1,1,,,0,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Traquet motteux,0,1,,,0,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Rouge-gorge familier,0,0,,,1,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Merle a plastron,2,2,,,0,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Pipit des arbres,1,1,,,0,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Rougequeue noir,2,1,,,0,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Tarier des prés,1,0,,,0,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,1,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h12,,1,1,1,3,100,Pipit spioncelle,0,1,,,0,,5.990166666666666,44.974472222222225,2114,,3,3,1,0,NA,60,40,1,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,2,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h50,,1,1,1,3,100,Merle a plastron,0,1,,,0,,5.989972222222222,44.972805555555553,2190,,3,3,1,0,NA,65,25,2,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,2,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h50,,1,1,1,3,100,Pipit des arbres,0,0,,,1,,5.989972222222222,44.972805555555553,2190,,3,3,1,0,NA,65,25,2,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,2,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h50,,1,1,1,3,100,Pipit spioncelle,1,1,,,1,,5.989972222222222,44.972805555555553,2190,,3,3,1,0,NA,65,25,2,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,2,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h50,,1,1,1,3,100,Rougequeue noir,2,1,,,0,,5.989972222222222,44.972805555555553,2190,,3,3,1,0,NA,65,25,2,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,2,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h50,,1,1,1,3,100,Rougequeue noir,2,1,,,0,,5.989972222222222,44.972805555555553,2190,,3,3,1,0,NA,65,25,2,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,2,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h50,,1,1,1,3,100,Pipit spioncelle,2,1,,,0,,5.989972222222222,44.972805555555553,2190,,3,3,1,0,NA,65,25,2,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,2,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h50,,1,1,1,3,100,Pipit des arbres,1,1,,,1,,5.989972222222222,44.972805555555553,2190,,3,3,1,0,NA,65,25,2,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,2,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,6h50,,1,1,1,3,100,Merle a plastron,0,2,,,0,,5.989972222222222,44.972805555555553,2190,,3,3,1,0,NA,65,25,2,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,3,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,7h38,,1,1,1,3,95,Alouette des champs,2,1,,,0,,5.990222222222222,44.969305555555557,2312,,3,3,1,0,NA,70,30,0,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,3,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,7h38,,1,1,1,3,95,Pipit spioncelle,3,3,,,0,,5.990222222222222,44.969305555555557,2312,,3,3,1,0,NA,70,30,0,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,3,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,7h38,,1,1,1,3,95,Rougequeue noir,1,1,,,0,,5.990222222222222,44.969305555555557,2312,,3,3,1,0,NA,70,30,0,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,3,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,7h38,,1,1,1,3,95,Lagopède alpin,0,0,,,2,,5.990222222222222,44.969305555555557,2312,,3,3,1,0,NA,70,30,0,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,3,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,7h38,,1,1,1,3,100,Pipit spioncelle,3,3,,,0,,5.990222222222222,44.969305555555557,2312,,3,3,1,0,NA,70,30,0,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,3,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,7h38,,1,1,1,3,100,Rougequeue noir,1,1,,,0,,5.990222222222222,44.969305555555557,2312,,3,3,1,0,NA,70,30,0,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,3,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,7h38,,1,1,1,3,100,Lagopède alpin,0,0,,,2,,5.990222222222222,44.969305555555557,2312,,3,3,1,0,NA,70,30,0,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,3,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,7h38,,1,1,1,3,100,Alouette des champs,1,1,,,0,,5.990222222222222,44.969305555555557,2312,,3,3,1,0,NA,70,30,0,1,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,4,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h10,,1,1,1,3,90,Alouette des champs,2,2,,,0,,5.993194444444445,44.96608333333333,2373,,3,1,3,0,NA,45,55,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,4,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h10,,1,1,1,3,90,Pipit spioncelle,0,1,,,0,,5.993194444444445,44.96608333333333,2373,,3,1,3,0,NA,45,55,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,4,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h10,,1,1,1,3,100,Alouette des champs,2,2,,,0,,5.993194444444445,44.96608333333333,2373,,3,1,3,0,NA,45,55,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,4,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h10,,1,1,1,3,100,Pipit spioncelle,0,1,,,0,,5.993194444444445,44.96608333333333,2373,,3,1,3,0,NA,45,55,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,5,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h42,,1,1,1,3,99,Alouette des champs,3,2,,,0,,5.988972222222222,44.965611111111109,2295,,3,1,3,0,NA,35,65,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,5,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h42,,1,1,1,3,99,Pipit spioncelle,1,1,,,0,,5.988972222222222,44.965611111111109,2295,,3,1,3,0,NA,35,65,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,5,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h42,,1,1,1,3,99,Rougequeue noir,0,1,,,0,,5.988972222222222,44.965611111111109,2295,,3,1,3,0,NA,35,65,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,5,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h42,,1,1,1,3,99,Traquet motteux,1,2,,,0,,5.988972222222222,44.965611111111109,2295,,3,1,3,0,NA,35,65,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,5,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h42,,1,1,1,3,99,Lagopède alpin,0,0,,,2,,5.988972222222222,44.965611111111109,2295,,3,1,3,0,NA,35,65,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,5,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h42,,1,1,1,3,100,Traquet motteux,1,2,,,0,,5.988972222222222,44.965611111111109,2295,,3,1,3,0,NA,35,65,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,5,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h42,,1,1,1,3,100,Alouette des champs,2,2,,,0,,5.988972222222222,44.965611111111109,2295,,3,1,3,0,NA,35,65,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,5,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h42,,1,1,1,3,100,Pipit spioncelle,0,1,,,0,,5.988972222222222,44.965611111111109,2295,,3,1,3,0,NA,35,65,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,5,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,8h42,,1,1,1,3,100,Lagopède alpin,0,0,,,2,,5.988972222222222,44.965611111111109,2295,,3,1,3,0,NA,35,65,0,0,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Accenteur mouchet,1,1,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Alouette des champs,2,2,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Linotte Mélodieuse,1,1,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Merle a plastron,1,0,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Pipit spioncelle,3,1,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Rougequeue noir,0,1,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Tarier des prés,0,1,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Traquet motteux,0,2,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Lagopède alpin,0,0,,,1,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Faucon crécerelle,0,0,,,1,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Pipit spioncelle,2,2,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Merle a plastron,1,1,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Alouette des champs,1,1,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Rougequeue noir,1,0,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Traquet motteux,0,1,,,0,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,6,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,9h30,,1,1,1,3,100,Lagopède alpin,0,0,,,1,,5.986527777777778,44.967666666666666,2110,,NA,3,1,0,NA,60,40,2,1,1,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,7,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h5,,1,1,1,3,100,Alouette des champs,3,4,,,0,,5.98325,44.932277777777777,2093,,NA,1,3,0,NA,40,60,2,4,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,7,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h5,,1,1,1,3,100,Merle a plastron,0,0,,,1,,5.98325,44.932277777777777,2093,,NA,1,3,0,NA,40,60,2,4,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,7,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h5,,1,1,1,3,100,Merle noir,1,0,,,0,,5.98325,44.932277777777777,2093,,NA,1,3,0,NA,40,60,2,4,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,7,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h5,,1,1,1,3,100,Pipit des arbres,2,0,,,0,,5.98325,44.932277777777777,2093,,NA,1,3,0,NA,40,60,2,4,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,7,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h5,,1,1,1,3,100,Pipit spioncelle,1,2,,,0,,5.98325,44.932277777777777,2093,,NA,1,3,0,NA,40,60,2,4,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,7,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h5,,1,1,1,3,100,Alouette des champs,2,3,,,0,,5.98325,44.932277777777777,2093,,NA,1,3,0,NA,40,60,2,4,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,7,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h5,,1,1,1,3,100,Pipit spioncelle,3,2,,,0,,5.98325,44.932277777777777,2093,,NA,1,3,0,NA,40,60,2,4,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,7,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h5,,1,1,1,3,100,Merle a plastron,1,0,,,0,,5.98325,44.932277777777777,2093,,NA,1,3,0,NA,40,60,2,4,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,7,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h5,,1,1,1,3,100,Pipit des arbres,1,1,,,0,,5.98325,44.932277777777777,2093,,NA,1,3,0,NA,40,60,2,4,0,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,8,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h40,,1,1,1,3,100,Accenteur mouchet,1,0,,,0,,5.980055555555555,44.968333333333334,1920,,3,1,3,0,NA,15,85,5,1,2,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,8,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h40,,1,1,1,3,100,Alouette des champs,1,1,,,0,,5.980055555555555,44.968333333333334,1920,,3,1,3,0,NA,15,85,5,1,2,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,8,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h40,,1,1,1,3,100,Linotte Mélodieuse,1,2,,,0,,5.980055555555555,44.968333333333334,1920,,3,1,3,0,NA,15,85,5,1,2,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,8,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h40,,1,1,1,3,100,Merle a plastron,1,0,,,0,,5.980055555555555,44.968333333333334,1920,,3,1,3,0,NA,15,85,5,1,2,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,8,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h40,,1,1,1,3,100,Pipit des arbres,1,1,,,0,,5.980055555555555,44.968333333333334,1920,,3,1,3,0,NA,15,85,5,1,2,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,8,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h40,,1,1,1,3,100,Pipit spioncelle,3,3,,,0,,5.980055555555555,44.968333333333334,1920,,3,1,3,0,NA,15,85,5,1,2,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,8,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h40,,1,1,1,3,100,Traquet motteux,0,1,,,0,,5.980055555555555,44.968333333333334,1920,,3,1,3,0,NA,15,85,5,1,2,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,8,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h40,,1,1,1,3,100,Alouette des champs,2,1,,,0,,5.980055555555555,44.968333333333334,1920,,3,1,3,0,NA,15,85,5,1,2,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,8,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h40,,1,1,1,3,100,Pipit des arbres,1,1,,,0,,5.980055555555555,44.968333333333334,1920,,3,1,3,0,NA,15,85,5,1,2,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,8,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h40,,1,1,1,3,100,Pipit spioncelle,1,2,,,0,,5.980055555555555,44.968333333333334,1920,,3,1,3,0,NA,15,85,5,1,2,NA,NON
ECRINS,2,Valbonnais,Clapierroux,13,8,,Jendoubi Samy,Benyoub Abdelbaki,16/06/14,10h40,,1,1,1,3,100,Merle a plastron,2,0,,,0,,5.980055555555555,44.968333333333334,1920,,3,1,3,0,NA,15,85,5,1,2,NA,NON
